id;autors;fecha_nato
99586;Jennifer Lou Davis-Berman;1997-04-27
99587;Gaius Valerius Flaccus;1933-11-18
99588;R. Davis;1965-07-29
99589;John K. Morton;2003-05-20
99590;Ari Seth Cohen;1989-03-14
99591;Earle Rice;2019-06-12
99592;Rick Ginsberg;1952-11-06
99593;STERLING USA;1943-05-01
99594;Miranda Twiss;1997-01-12
99595;Jack R. Greene;1966-04-13
99596;Richo Cech;1910-08-28
99597;David Boies;1982-06-19
99598;Sopan Deb;1912-09-21
99599;Lessie Myles;1970-09-22
99600;Lowell J. Ackerman;1955-07-17
99601;Reuven Ziegler;2015-08-13
99602;William D. Speck;1903-11-30
99603;Ash Shukla;2000-02-29
99604;David Ceolin;1934-02-12
99605;John J. Craighead;1940-04-27
99606;Ebru Ergin Özkiper;1990-07-30
99607;Vincent Nolte;1917-11-06
99608;Aaron Brown;1959-10-20
99609;Austin M Carroll;1957-07-23
99610;Eileen Cunningham;1957-03-25
99611;Ledlie Irwin Laughlin;1992-04-03
99612;Julie Anne Lindsey;1916-06-12
99613;Ivo Kolin;2007-04-16
99614;Gregory Payette;1968-10-26
99615;M. P. Verneuil;1909-10-05
99616;Frederick W. Bozett;1900-05-22
99617;R. Eaglestone;1915-11-15
99618;Richard O. Hudson;1904-03-31
99619;Jutta Goetze;1947-05-24
99620;Mike McAlary;1962-09-05
99621;Norman Karol Gottwald;1960-06-02
99622;Joseph L. Zornado;1941-10-09
99623;James L. Kraft;1909-12-19
99624;Hal Himmelstein;1935-05-30
99625;Abraham Shulman;1967-09-08
99626;Frank Nappi;1998-12-22
99627;Michael M. Sherry;1925-12-28
99628;Libby Anderson;1940-02-20
99629;Salvador de Madariaga;1931-11-16
99630;Volker Poelzl;1986-05-31
99631;Jan Scott;1953-06-27
99632;Howard Hillman;1924-04-17
99633;Bruce Gordon Epperly;1956-10-20
99634;David Lambert;1988-06-20
99635;Carol E. Weisman;1953-09-08
99636;Larry Forgione;1973-04-22
99637;Wine Advisory Board Staff;1960-11-18
99638;David Martino;1916-05-18
99639;Bill Taylor;1950-09-01
99640;Dan Tynan;2007-01-12
99641;Robert F. Bartlett;1988-04-09
99642;Everett E. Garrison;1984-08-07
99643;Helen Owton;2015-09-01
99644;Kathryn O. Galbraith;1999-09-29
99645;William Herman Newman;1907-06-24
99646;Mark Pesce;2007-12-18
99647;Brian Catlin;1913-09-29
99648;Anna Smaill;1973-11-22
99649;Tamim Ansary;1929-10-31
99650;Stephen T. Johnson;1916-06-17
99651;Peter Toon;1925-11-10
99652;Robert Tucker Abbott;2001-01-18
99653;Frederick C. Pollett;1953-06-09
99654;Victor Villanueva;1921-04-06
99655;Jon Carlson;1993-07-18
99656;Jessika Fleck;2020-04-09
99657;Stefan Kuhl;1929-07-15
99658;Susan Pedersen;1926-08-30
99659;Cindy Pickering;1914-09-20
99660;Muriel Siebert;1922-08-03
99661;Melissa Brayden;1972-12-28
99662;Cheryl Hamilton;1927-12-04
99663;Meg Clibbon;1914-04-08
99664;J. A. Motyer;1953-11-14
99665;Paul M. Fischer;1900-06-29
99666;Ann Herendeen;1924-07-25
99667;Don Hampton Biggers;1924-07-15
99668;QUALCOMM Inc;1923-02-03
99669;Anthony Bukoski;2005-12-22
99670;Victoria Aveyard;1910-10-01
99671;Jodi Alessandrini;2013-08-13
99672;Serge Gruzinski;2003-02-19
99673;LeRoy Lad Panek;1972-06-06
99674;Amanda Lovelace;1964-05-04
99675;Cat Wagman;1941-04-02
99676;Doug Lennick;1994-04-16
99677;Betty Malz;2002-07-17
99678;W. E. Vine;1907-07-20
99679;Anthony Julius;1929-07-25
99680;Jeffrey P. Moran;1981-03-16
99681;Lowell Eugene Gallaway;1920-04-06
99682;Carole Maso;2000-07-22
99683;James Connell;1988-02-17
99684;Andrew Soltis;1988-02-15
99685;Ruth Lozner;2005-12-15
99686;Garry J. Moses;1945-01-29
99687;Gerald H. Pollack;1927-12-06
99688;Wayne McDill;1906-10-08
99689;Earl Bell Shields;1909-03-06
99690;Danielle Trussoni;1918-10-21
99691;Ben Blatt;1945-11-04
99692;Betsy Hutchins;2020-09-29
99693;Thomas S Kidd;1905-05-14
99694;Christopher Turk;2003-10-04
99695;David M. Fetterman;1907-07-01
99696;Hugh Greene;1974-08-27
99697;Karen Bussen;1960-02-18
99698;Donald R. Kanner;1995-10-30
99699;Carol Clerk;2016-03-07
99700;Tom Swan;1999-09-20
99701;Howard E. McCurdy;1974-10-05
99702;Florence M. Jumonville;1922-06-05
99703;Grace Lawless Lee;1906-10-29
99704;G. V. Krishnan;1903-11-15
99705;Zdeněk Kopal;1996-01-18
99706;Stanley R. Rich;2004-10-22
99707;Musée des beaux-arts et de la dentelle (Alençon, France);1971-12-23
99708;Susan Altman;1962-07-01
99709;Robert E. Booth;1955-10-10
99710;Pietro C. Marani;1963-10-19
99711;Baker Book House;2007-09-24
99712;Quint Buchholz;2003-06-13
99713;James Gettys McGready Ramsey;1928-08-02
99714;R. W. Argyle;1965-08-16
99715;Peter Mahon;1934-04-24
99716;Jane Russell;1935-11-12
99717;J D Wacker;1922-11-09
99718;Cary J. Griffith;1992-06-20
99719;William D. Brownlie;1992-03-15
99720;Tim Warnes;1927-10-29
99721;Morris Edgar Rose;2007-05-07
99722;Roland Merullo;1967-04-15
99723;Pippa Norris;1930-03-28
99724;Dave Clark;1958-10-26
99725;John J. Kinney;1972-08-24
99726;James L. Vesper;1907-07-26
99727;Adele P. Margolis;1916-07-07
99728;Michael Congdon;2019-09-18
99729;J. Allan Danelek;1988-01-01
99730;Evelyn Garfiel;1966-10-04
99731;Jon Speller;1966-01-12
99732;Cynthia Rutledge;1958-07-24
99733;Ruth Q. Sun;1965-04-27
99734;Robert W. Baer;1961-08-17
99735;Anna Stubblefield;1962-12-31
99736;Robin Bernstein;1963-01-24
99737;Peter Croft;1970-10-30
99738;Sir John Lubbock;1991-03-10
99739;Peter N. Moogk;1931-09-02
99740;Marisa McClellan;1909-01-03
99741;Suzanne White;1973-12-21
99742;Mikko Välimäki;1975-03-27
99743;Irv Broughton;1963-01-18
99744;Tom Gledhill;1932-08-03
99745;J. Wilson Barrett;2013-07-27
99746;Mark Myers;1923-07-07
99747;Robert J. Ursano;1986-05-10
99748;Samuel Hideo Yamashita;2007-04-08
99749;Karen Berman Nagel;2003-08-01
99750;National Education Association of the United States;1946-05-03
99751;Allegra Kent;1994-10-02
99752;Plenty Coups (Chief of the Crows);1922-09-17
99753;Gabrielle Breaux;2018-06-26
99754;Jeppesen Sanderson;1904-10-11
99755;E. U.. Essien-Udom;1961-03-21
99756;Thomas H. Schram;1928-12-21
99757;Rumor Perkins;1999-07-11
99758;Andrew Carmellini;1956-03-07
99759;Stephen M. Gower;1995-09-14
99760;Deanna I. Sulick;2016-10-29
99761;Deborah E. Lipstadt;1997-03-24
99762;Wesley G. Skogan;1956-12-23
99763;Coreen Sheehan;2016-01-05
99764;Karla Dornacher;1905-05-27
99765;John Thompson Platts;2011-10-28
99766;Loïc Chaumont;1946-01-24
99767;Brian Hiatt;1955-04-27
99768;William H. Nienhauser;1999-09-10
99769;Arin Murphy-Hiscock;1928-06-08
99770;Michael French Smith;1909-09-15
99771;D. A. Lande;1915-09-12
99772;Bodhi Oser;1952-01-17
99773;Missy Dehn Kubitschek;1907-12-24
99774;Walter Howard;1941-08-31
99775;Michael Thomas Hudgens;2014-01-12
99776;Elizabeth Ward;1901-02-07
99777;Jie Zhang;1963-04-16
99778;Michael Nava;1933-06-30
99779;Stanford Winfield Williamson;1941-01-13
99780;Nicholas Irving;1983-04-21
99781;Mark William CARR;1966-12-04
99782;Florence A. Hamrick;1903-04-19
99783;Jean Nava;1929-04-06
99784;Swann, Howard;2021-10-18
99785;Paul C. Cozby;1981-03-26
99786;Eric Osborn;1974-01-01
99787;Jamie Shaw;1959-05-31
99788;Kristin Nicholas;1929-04-26
99789;G. Michael Schneider;1918-09-21
99790;Sally L. Kemp;1964-01-10
99791;Trevor Armbrister;1977-07-09
99792;Betty Lowman Carey;1931-11-20
99793;Karen Saxby;1915-12-18
99794;Pauline Elizabeth Hopkins;1969-10-31
99795;Vijay Kumar;1940-01-30
99796;Orna Almog;1942-09-23
99797;Seth Cagin;1920-07-05
99798;John Oocumma;1962-03-26
99799;Jan Wolkers;1999-12-24
99800;Orr Kelly;1990-02-06
99801;Joseph C. Palais;1960-01-22
99802;Rita Vanderauwera;2002-12-15
99803;Steven Cushing;1971-05-10
99804;Wilfred Funk;2012-08-28
99805;Vince Guaraldi;1922-02-15
99806;Howard J. Ruff;2011-01-14
99807;Jillian Sawyer;1948-06-04
99808;Jeffrey M. Bradshaw;2020-07-13
99809;Mark Swank;2002-03-20
99810;Alexander R. Lucas M.D.;1966-06-12
99811;Bobby Strickland;1921-09-19
99812;Hmco;2013-06-15
99813;Micro House;1946-07-14
99814;Nick Rains;2000-01-22
99815;Dale Ralph Davis;1979-02-05
99816;Jane Cornell;1953-12-04
99817;Alvin D. Hall;1909-04-20
99818;Julia Tavalaro;1973-05-23
99819;Benjamin Maximilian Eisenhauer;1903-07-25
99820;Ralph Adams Cram;1920-07-30
99821;E. Bradford Burns;2021-07-10
99822;Angela McGerr;2011-11-10
99823;Åke Daun;1920-10-27
99824;Brett Flehinger;1996-05-09
99825;Astrid Fox;2007-11-26
99826;Christian Mikunda;1925-04-17
99827;John R. Reitz;1928-04-08
99828;Paul Althaus;2008-12-21
99829;Lerlene Nevaril;1985-06-09
99830;John Philip Newell;1957-03-10
99831;Mari Stein;1956-01-19
99832;Barbara Cherry (Nurse);1986-09-18
99833;LEVI. CLAY;2008-02-02
99834;Claudia Rose;1960-01-13
99835;Reisetagebücher Notebooks Publishings;1910-10-11
99836;Tanya Titchkosky;1940-11-30
99837;Jonathon Stroud;1963-10-15
99838;Sue De Beer;1927-09-11
99839;Donna Veca;1973-11-24
99840;Brad Johnson;1978-07-08
99841;Philip Potter;1989-01-25
99842;Catherine Haig;1932-03-28
99843;"Agnes""]";1992-05-29
99844;Kate Alexander;1908-03-25
99845;Peter Gill;2008-04-28
99846;Albert H. Baylis;1982-12-10
99847;George S. Everly (Jr.);1906-08-01
99848;James P. Ronda;1995-12-16
99849;Helen R. Lucero;1987-06-13
99850;Damian Sharp;1971-11-03
99851;John H. Fisher;2016-01-07
99852;Michael J. Goldberg;1907-03-28
99853;Tsh Oxenreider;1966-08-11
99854;Antonio M. Battro;1973-12-22
99855;Chong Lee;1973-05-09
99856;Christopher Caswell;1941-04-11
99857;Evelyn Carol Christenson;1941-02-26
99858;Marius B. Jansen;1945-05-21
99859;Lee Yun Hee;1964-11-14
99860;Priscilla Shirer;2000-07-30
99861;Sharon H. Faber;1989-01-15
99862;Jacques Lacarriere;2001-12-07
99863;Bo Dietl;1973-04-13
99864;Jeffrey Cardenas;2020-08-23
99865;Joan Windsor;1983-03-18
99866;Norman J. Hyne;2014-12-19
99867;Steve Cannon;2013-12-12
99868;Mona Simpson;1979-04-25
99869;Archie Satterfield;1972-10-20
99870;Lorri Ungaretti;1955-02-23
99871;Kathy Kennedy Tapp;1963-09-23
99872;George Kouri;1985-12-19
99873;Leila Peltosaari;2008-12-29
99874;Chris Kenry;1964-07-04
99875;Valerie Griswold-Ford;1922-11-22
99876;Jim Provenzano;1957-04-22
99877;Emron Esplin;1929-12-08
99878;Stephen B. Seager;1961-08-01
99879;James A. Johnson;1950-10-06
99880;Gregory Starrett;2010-09-23
99881;Wyman Meinzer;1900-12-12
99882;David Manuel;2011-04-21
99883;World Commission On The Social Dimension Of Globalization;1992-10-12
99884;Buddy Fey;1927-08-13
99885;Bert P. Krages;1956-02-13
99886;John R. Swanton;1985-12-13
99887;Anthony Braxton;1931-06-07
99888;Yitta Halberstam Mandelbaum;1934-04-22
99889;Carole Gerber;2014-04-17
99890;Disney Company;1980-03-19
99891;Laura Crookston;2019-05-26
99892;Jonathan Sumption;1910-12-09
99893;J. P. Gallagher;1999-08-13
99894;Reed Beard;1995-06-25
99895;Penny Colman;2008-11-28
99896;Kaushik Roy;1906-05-13
99897;Sophie Long;1998-03-06
99898;James B. Harshfield;1905-01-18
99899;Jeremy D. I. VanderSluis;1972-08-31
99900;Beth Kalikoff;1970-11-08
99901;Cleo Stiles Bryan;2004-10-19
99902;Vicki Urquhart;1960-10-08
99903;Derek C. Maus;2007-07-09
99904;Robert VanSteinburg;2016-09-20
99905;IFSTA;1947-08-17
99906;Lawrence Driscoll;1902-06-14
99907;Lynda Milligan;1914-06-09
99908;Carol Ellison;2020-08-10
99909;山田勝芳;1961-10-28
99910;Geoffrey P. Megargee;1928-10-06
99911;Levi Robert Lind;1938-11-18
99912;Gertrudis Gómez de Avellaneda;1996-11-17
99913;Michael G. Coney;1915-02-03
99914;William R. Maples;1944-06-23
99915;Stephen S. Sternberg;1957-12-03
99916;Dale Michalk;1962-10-10
99917;Jesse Kornbluth;1929-09-11
99918;Peter Gilmour;1967-04-06
99919;Joelle Hoverson;1952-06-21
99920;Emmanuelle Arsan;1960-04-02
99921;Alexander N. Christakis;1900-06-09
99922;Stephen Hirtenstein;1947-05-30
99923;Joseph Harriss;1953-05-18
99924;David T. Schiller;1991-05-12
99925;Patricia Hachten Wee;1972-12-18
99926;Adrian Carter;1992-03-28
99927;James F. David;1990-10-30
99928;Fred Ensign;2005-01-09
99929;Curt Gentry;2018-11-23
99930;Jane Imber;1966-09-02
99931;Geoffrey R. Loftus;1937-08-05
99932;A. Daniel Frankforter;1961-03-17
99933;Robert Gauldin;2016-10-31
99934;Davy Sweazey;1928-03-18
99935;Susan Holtzer;1991-05-29
99936;Marie Read;1922-05-07
99937;Gordon D. Faustberg;1990-10-19
99938;Raymond D. Kent;2016-06-08
99939;R. Joseph Hoffmann;2017-04-15
99940;Connie May Fowler;1969-07-04
99941;Beloved st Germain;1937-02-19
99942;Mick Allen;2002-03-26
99943;Wendy Perrin;1951-09-21
99944;Tim Steil;1900-12-28
99945;Robert King Merton;1907-10-12
99946;Lee Gimpel;2011-01-16
99947;Ann Cady Scott;1958-09-02
99948;Clara Bingham;1919-07-01
99949;John Sallis;2000-12-31
99950;Mark A. Lutz;1967-12-08
99951;Marian Diamond;1943-09-09
99952;Peter Kahn;2004-07-15
99953;Hans Schreier;1987-04-07
99954;Daniel Bertaux;1957-03-23
99955;Mike Morrison;1981-01-05
99956;Loughlan Sofield;1935-08-22
99957;Dee McCaffrey;2016-07-31
99958;Heinrich Cornelius Agrippa;1958-01-06
99959;Pat Spurlock;1982-08-20
99960;Frederick Nolan;1992-09-02
99961;Jc Alexander;1909-05-06
99962;William Playfair;1965-04-23
99963;Edward J. McGrath;1956-12-12
99964;Shirin Yim;1970-09-03
99965;D. C. Young;2020-03-10
99966;Victor Bell;2002-05-07
99967;Miche Bacher;1911-06-05
99968;"Army Bailey""]";1929-10-12
99969;Harry E. Shields;1999-07-14
99970;Anthony Nagle;2020-08-29
99971;John Taylor Gatto;1956-01-26
99972;William L. Brian;1991-05-17
99973;Alan Morris;1974-04-08
99974;Jiahua Wu;1983-02-11
99975;O. A. Bushnell;1900-06-05
99976;Gerard E. Hogarty;2011-02-10
99977;Val Pitkethly;1947-04-19
99978;Frederic Weil;1959-03-05
99979;Catherine Lanigan;2012-02-06
99980;Ian Hodder;1931-05-28
99981;Gavin Mortimer;1949-07-04
99982;Anthony Rogers;1908-12-03
99983;Craig Volden;2000-06-22
99984;Manuel Keene;1979-04-18
99985;Charles Finley;1956-07-18
99986;Alan Gatherer;2020-12-07
99987;Margery W. Brown;1943-10-16
99988;Jasper White;1994-02-06
99989;Benton McAdams;1994-02-05
99990;Daniel Gagnon;1939-05-24
99991;Dreas Reyneke;1985-07-01
99992;Matthias Stephan;1909-01-25
99993;Susanne Prokscha;2014-03-24
99994;Raymond E. Brown;1978-06-30
99995;Michael L. Seigel;1931-08-02
99996;Jezreel Mejia;1954-11-15
99997;Annette Fuson;2013-03-27
99998;Paul A. Tucci;1977-09-27
99999;Shinki Masaoka;1905-12-25
100000;David H. L. Olson;2017-04-16
100001;Rolf Wiggershaus;1967-05-27
100002;Kay Thackray;1956-01-20
100003;Robert R. Ebert;1916-10-21
100004;Martyn Mallick;1908-07-07
100005;Janet Palazzo;1922-11-09
100006;Ladies Professional Golf Association;1905-10-20
100007;Dick Stroud;2014-05-02
100008;Mary Whitcomb;1961-08-01
100009;Jenny F. So;1951-05-04
100010;Arkady Babchenko;1979-11-28
100011;Romaldo Giurgola;1938-09-22
100012;Deborah Eve Rubin;1944-08-24
100013;E E 1902-1973 Evans-Pritchard;1939-10-25
100014;Bernard Glemser;1920-03-28
100015;W. R. Ward;1960-05-07
100016;Jonathan R. Friedman;1999-10-07
100017;Sylvia Palmer Mudrick;1982-10-25
100018;A.J. Barger;1991-10-29
100019;Lenora Billings-Harris;1907-05-19
100020;John Winsor;1969-01-22
100021;Gloria Frender;1935-09-02
100022;Witold Chrostowski;1999-09-16
100023;R. Carroll Stegall;1943-06-10
100024;James Stimson;2005-12-17
100025;Waldemar Lindgren;1938-01-09
100026;Nick Wienholt;1975-05-06
100027;Domeena C. Renshaw;1970-12-18
100028;Tom Harmer;1965-04-14
100029;Harlan Cohen;1931-11-26
100030;S. Lael Brainard;1995-09-09
100031;Russell Mussio;1906-08-07
100032;Nathaniel Bluedorn;1976-08-11
100033;Evelyn Kaye;1962-03-04
100034;Roy Andrew Miller;1926-04-11
100035;Dianna Daniels Booher;1987-12-30
100036;Duncan McCargo;1999-06-01
100037;Bonnie H. Ownley;1903-01-15
100038;Michael Flocker;1946-06-06
100039;Michael Ian Paul;1910-06-30
100040;Jacob Piatt Dunn;1995-01-27
100041;Maura B. Jacobson;2012-09-01
100042;Lawson Bush;1917-03-24
100043;Imogen Clark;2018-09-28
100044;Kang-i Sun Chang;1982-09-18
100045;Paul Duncan;2018-08-30
100046;B. A. Shenoi;1941-09-09
100047;Steve Waksman;1974-02-06
100048;Martin Stidham;1931-11-08
100049;Dorothea Deprisco;1984-02-28
100050;Katrina Vincenzi-Thyne;1974-01-14
100051;R. Loudon;2003-11-29
100052;Sejal Shah;1967-04-18
100053;Kim R. Holston;1991-08-11
100054;Vacca;1988-01-08
100055;Dwayne A Williams;1990-01-01
100056;Harshad Oak;1961-10-29
100057;Peter Hoffmann;1998-06-19
100058;Grant Fjermedal;1945-06-02
100059;Maurice Joly;1928-09-14
100060;Kristopher Kory;1955-10-04
100061;David Chapman Berry;1911-10-29
100062;James E. Vance;1921-07-23
100063;Brock Deskins;2020-04-29
100064;Adam Spencer;2014-09-02
100065;Peter A. Brown;1976-12-05
100066;Barry Napier;1996-01-25
100067;Edward Ray Garrett;1988-06-19
100068;Elyesa Bazna;1949-10-08
100069;Philip Frankel;2012-04-12
100070;Fletcher FLEMING;1944-10-09
100071;Nigel Richardson;1976-08-29
100072;Sarah F. Wakefield;2011-09-22
100073;Niqui Stanhope;1920-02-01
100074;M. GRANT;1984-01-23
100075;Elizabeth Kindall;1989-08-28
100076;Carlo Middione;1957-06-18
100077;Thomas William Neumann;2020-04-14
100078;Lisa Safran;1997-01-29
100079;J. C. Nolan;2011-01-26
100080;Junzo Sasamori;1947-03-21
100081;John Hodge;2012-09-04
100082;Arthur R. Flowers;1946-05-04
100083;Antonia Young;1998-08-12
100084;Alfred Cyril Ewing;1960-02-15
100085;Rachel Kimerling;1900-11-14
100086;Dr. Donald D. Hook;1979-04-18
100087;Holger Gohlke;1938-11-28
100088;Jamee Ruth;1974-12-02
100089;Kelly A. Fryer;1974-11-12
100090;Henry C. Clausen;1948-03-27
100091;Designs on the Drive, Limited;1966-11-12
100092;Bill Pippin;1934-06-20
100093;Gerry McCusker;1917-09-06
100094;Brooke Allen;2016-10-05
100095;Alec Klein;1904-07-07
100096;Lana Miller;1989-04-17
100097;Sabin C. Streeter;1919-05-11
100098;Charles W. Carter;1905-08-22
100099;Ron F. Smith;1985-11-05
100100;David Román;1995-01-18
100101;Spruille Braden;1995-07-02
100102;Jamieson Boyd Hurry;1909-06-29
100103;Wilga M. Rivers;1956-12-16
100104;Martin J. Medhurst;1918-11-26
100105;Carole Ione;1926-02-11
100106;Mark Baszak;2005-02-01
100107;P. T. Deutermann;1962-10-06
100108;Cherie Bremer-Kamp;1902-07-25
100109;Sallie Ketcham;1983-02-09
100110;Paul Mann;2003-04-18
100111;Trudy A. Watt;1903-03-16
100112;Alexandra Danilova;1990-07-06
100113;J.R. Martinez;1902-03-13
100114;Charles Lanham;1924-11-08
100115;J. Randy Taraborrelli;1978-07-31
100116;David Lapham;1999-09-06
100117;T. J. Stiles;1938-01-14
100118;Gordon Kemble Woodgate;1943-01-20
100119;Steve Foxe;1952-02-13
100120;Michael Cherkas;1972-06-04
100121;California Center for Military History;1962-09-27
100122;Hjalmar Rued Holand;2000-03-06
100123;Evan Boberg;1911-02-23
100124;Sarah Tieck;1994-10-13
100125;Gerald White Johnson;1907-10-08
100126;Katie Spiers;1981-10-02
100127;Kathy Pierce;1987-05-20
100128;Bliss Lomax;2000-03-14
100129;Phil Fernandes;1937-06-02
100130;Charles James Sullivan;1984-07-10
100131;Roger E. Herman;1989-10-14
100132;Robert Carl Pirro;2002-05-29
100133;Brenda Ralph Lewis;1959-11-17
100134;Erich L. Lehmann;1962-04-01
100135;Walter Johannes Stein;1933-07-25
100136;Steve Urick;2005-06-20
100137;Hal M. Helms;1923-06-09
100138;Hansruedi Giger;1994-08-03
100139;Leila Cobo;1953-08-03
100140;Agustín Sánchez Vidal;2014-11-27
100141;Bill Silver;1919-12-04
100142;Bobby Copeland, 1st;1993-03-04
100143;Lisa Heffernan;2007-11-06
100144;Elizabeth Avery Meriwether;1929-12-01
100145;Elizabeth Eyre;1911-06-09
100146;Brian Yui;1998-09-10
100147;Paul Newham;1934-04-11
100148;David O. Stowell;1930-08-05
100149;Robert Darnton;2012-03-05
100150;M. Necati OÌz̤isÌʹik;1971-03-18
100151;Jack Hart;1976-08-03
100152;Charles Macpherson;1961-07-26
100153;Kevin Sweeney;2008-01-28
100154;Michael S. Brandly;1964-03-29
100155;Johann David Wyss;1968-12-06
100156;Gil Troy;2004-05-14
100157;新渡戸稲造;2013-03-29
100158;Arthur Gelb;1957-12-26
100159;Amity Gaige;1923-04-12
100160;Crane Brinton;1927-07-11
100161;Eric Ryback;1917-05-10
100162;Joseph Weatherby;1958-12-22
100163;Gary Bender;2020-04-30
100164;William Lee Michaels;1932-12-31
100165;Patricia Anne Davis;1943-12-08
100166;Henry Steel Olcott;1945-06-05
100167;Joe Amato;1952-02-22
100168;Bronwyn Parry;1999-04-23
100169;John Malseed;1991-07-20
100170;Margaret Reid Campion;1973-07-30
100171;Théophile Gautier;1995-06-13
100172;HarperCollins Publishers Ltd. Staff;1902-01-05
100173;Tom Bevan;2014-07-07
100174;Eilean Hooper-Greenhill;1964-02-15
100175;Regina McBride;1944-08-23
100176;Milan Vaishnav;1990-09-14
100177;John Danakas;1963-03-18
100178;Martha E. Rhynes;1933-02-07
100179;Daniel N. Demaio;1909-05-07
100180;Peter Weibel;1932-08-15
100181;Eileen Marx;1981-08-06
100182;Ulf Nilson;2012-09-23
