it;publisher unico;id_ubicacion
13646;"Morang ; New York : Doubleday & McClure ; London : Kegan Paul, Trench, Trübner";27
13647;Landoll;15
13648;Source Communications;119
13649;Cooking Light;108
13650;Josette Lyon;201
13651;Engineering Press;22
13652;Nutritional Excellence;245
13653;ASCE Publications;12
13654;Amy Blackmarr;187
13655;Holt McDougal Larson Geometry;97
13656;European Classics;344
13657;케이론교육;46
13658;American Public Health Association;30
13659;Research Associates School Times;148
13660;Acra Enterprises;280
13661;Entangled: Select Suspense;59
13662;Cherub - The Human Race;394
13663;Shadow World Productions;89
13664;No Exit Press;111
13665;High Seas Pub;286
13666;Fithian Press;312
13667;Insight Studios;383
13668;Hachette India;334
13669;Paraview Pocket Books;242
13670;Morningside Bookshop;389
13671;21st Century Information Company;245
13672;Ansel Adams;216
13673;Morrow Junior;390
13674;Doubleday Children's;5
13675;Elliot Right Way Books;124
13676;Columbia Pictures Publications;252
13677;Owl Creek Farm Books;375
13678;Qed Books;235
13679;McGraw-Hill Technology Education;400
13680;Amer Coupon Systems;306
13681;Royal Collection Publications;375
13682;Richard Dennie Publication;208
13683;Uxl;332
13684;Kreskin;177
13685;Solution Tree Press;222
13686;University of Tampa;350
13687;Azure Books;215
13688;Universitaetsverlag Winter;360
13689;Pottermore Publishing;74
13690;V H W Publishing;228
13691;Royal Fireworks Publishing Company;382
13692;Red Deer, Alta. : Northern Publications;220
13693;Nags Head Art, Inc.;316
13694;Clerc;42
13695;Safe Goods Publishing/ATNPu;153
13696;New York : Pantheon;125
13697;Goodale Pubs;222
13698;Disinformation Books;386
13699;Aspentree Press;62
13700;Brainbox Limited;133
13701;Urban Life & Urban Landscape;45
13702;Camden House Publishing (Ontario, CA);315
13703;Self-Realization Fellowship;384
13704;Suomalaisen Kirjallisuuden Seura;391
13705;Braveheart Press, LLC;125
13706;London : Royal National Institute for the Blind;246
13707;Council for Indian Education;346
13708;Public Broadcasting Service;360
13709;Rank & File Pub;345
13710;Ellora's Cave;81
13711;Humanist Press;329
13712;Kitchener, Ont. : van Santen;251
13713;Booklogix;112
13714;Italian Frescoes;322
13715;London : T. Nelson;192
13716;Kalmbach Books;21
13717;AASHTO;20
13718;Walker Books for Young Readers;381
13719;Sigma Theta Tau;194
13720;Sundeep Prakashan;285
13721;Safe Goods;295
13722;Darwin's Radio;89
13723;Reed Mitchel Beazley;192
13724;Thomas Horton & Daughters;321
13725;Oxford Symposium;227
13726;Joe Kort;276
13727;IntraWEB, LLC and Claitor's Law  Publishing;281
13728;SEI Software Engineering;365
13729;Demco Media;209
13730;Listen & Learn;128
13731;Astrology Center of America;191
13732;Shalom Pub;102
13733;Zanfi-Logos;58
13734;DSP International;363
13735;Reynold Weidenaar;255
13736;Marc Sheldon Pub;158
13737;World Wrestling Entertainment;254
13738;Eccenova Editions;106
13739;Bokfolaget Arena;271
13740;ImaJinn Books;119
13741;Friar's Lantern Incorporated;353
13742;Walter De Gruyter Incorporated;195
13743;Delta Publishing;82
13744;Voices from Vietnam;341
13745;Fearon/Janus/Quercus;131
13746;Dr. Fern Margolis;344
13747;Small Fry Pub;223
13748;Authentic UK;275
13749;The Cartel Publications;365
13750;Bella Productions Incorporated;58
13751;Flagship Church Resources;350
13752;Spry Publishing;179
13753;Routledge Library Editions: History of China;372
13754;Biographiq;49
13755;Blue Dolphin Publishing;123
13756;Kelly Networks Llc;203
13757;Imc Pub;357
13758;Novel Instincts Pub;137
13759;Curbstone Books;122
13760;LEIDEN · BOSTON, 2008;135
13761;"London (England) : Routledge & Kegan Paul ; New York (N.Y.) : Humanities Press";16
13762;Yaknyam Publishing;332
13763;Dating Tips, Dating Advice;247
13764;L'ERMA di BRETSCHNEIDER;375
13765;New York, The Century Company;372
13766;Pern;377
13767;Quarto Publishing Group USA;351
13768;Franklin Mason Press;360
13769;Widener Classics;194
13770;Kvd Pbuns;305
13771;Research PressPub;346
13772;Mbar Pub;187
13773;Lawson Library;250
13774;Intl Food Policy Res Inst;41
13775;Ccc Publications;161
13776;Les Giblin Books;228
13777;Ashland, Ky. : Jesse Stuart Foundation;132
13778;Indigo Ink Pub;160
13779;Michelle Schlicher;341
13780;Hoover's Business Press;347
13781;Ravel Media;234
13782;Boru Books;202
13783;Cosmic Aye;310
13784;Upwords Publications;36
13785;Random House US;348
13786;New York : Doubleday, Page;68
13787;Xavier Press;12
13788;Historical Society of Western;32
13789;ACTEX Publications;145
13790;Wonderwise;270
13791;Toadspittle Hill;101
13792;Schott & Company Limited;295
13793;R F Weinhagen Jr;87
13794;Laplacian Press;382
13795;Head2heart pty ltd;281
13796;Cerridwen Press;40
13797;National Poetry;294
13798;Making Medicine Work Incorporated;317
13799;Institute for Operations Research and Management Sciences Nf;240
13800;Greek Tragedy in New Translati;302
13801;LTC Expert Publications LLC;22
13802;Paragon Press(TN);23
13803;W Gross;306
13804;Port Washington, N.Y : Kennikat Press;394
13805;Permuted Press;166
13806;Book Venture Publishing LLC;337
13807;Living Language Complete Cours;72
13808;ARC Dream Publishing;311
13809;TUTs Adventurers Club;212
13810;Word Engines Press Inc.;149
13811;Playful Pleasures Press;292
13812;Legend Press;93
13813;Nuvision Publications;394
13814;EI Alliance;50
13815;A-R Editions, Inc.;229
13816;Plain Sight Publishing;215
13817;T P C S Distributors;334
13818;Conway;73
13819;Pariyatti Publishing;329
13820;Donte Ledbetter;77
13821;Richard Altschuler & Associates Incorporated;21
13822;"New York ; Toronto : Scholastic";166
13823;S C P;105
13824;Pamela Tuck;16
13825;Collins & World;381
13826;Dorrance Publishing Co., Inc.;188
13827;Claidi Journals (Paperback);215
13828;Readers Are Leaders USA Incorporated;201
13829;Western Tanager Press;256
13830;New York : Ballantine Books, c1970, 1976 printing.;226
13831;Ashgrove PressLtd;245
13832;Entangled: Bliss;192
13833;Affirm Press;229
13834;Salmon Poetry;259
13835;Proteus Publishing Company;243
13836;Music Press Books;246
13837;Friends of the Earth Limited;279
13838;Anaya Multimedia-Anaya Interactiva;18
13839;The Best-Kept Career Secret;8
13840;TCP Press;312
13841;Red Deer, Alta. : Sure-West Pub.;316
13842;National Gallery Publications Limited;333
13843;Simon Publications;334
13844;Lincoln : University of Nebraska;378
13845;Vij Books India Pvt Ltd;177
13846;HF Ullmann Editions;171
13847;Faith Communications;112
13848;Television and Popular Culture;100
13849;Angel Gate;172
13850;Magna Large Print Books;136
13851;Universal Tao Publications;283
13852;Prentice-Hall Software Series;194
13853;Christian Living Books;225
13854;howard fischer;46
13855;SparkPress;11
13856;Czech Institute of Egyptology;57
13857;Legends of the Wulin;334
13858;Prell Pub;93
13859;Colour Books;224
13860;Panini Comics;236
13861;Communication Project;349
13862;Golden Heritage Press Incorporated;81
13863;McGraw-Hill Europe;269
13864;Lanico Media House;129
13865;Cleveland, Arthur H. Clark Company;90
13866;Alltrista Consumer Products;129
13867;A. Poulin, Jr. New Poets of Am;373
13868;World Spaceflight News;396
13869;ROYALTY PUBLISHING USA;172
13870;Upublish.Com;248
13871;R A D Educational Programs;366
13872;Berlinable UG (haftungsbeschränkt);41
13873;Acorn Pub Ink;136
13874;Lippincott Illustrated Reviews;314
13875;Butterworth Heinemann;294
13876;Q E I Pub;235
13877;Turning Point Books;56
13878;Rebel Publishing House;383
13879;London : John Murray;242
13880;IEP Resources;349
13881;Langenscheidt Publishers;344
13882;Writer's Bookstore;48
13883;Palm Island Press;62
13884;Wollie Shelley Mystery;192
13885;"Physical Sciences; 298";275
13886;Two-Sixty Press;9
13887;Gardner Press, Incorporated;267
13888;Bloomsbury Press;31
13889;PPC Books;7
13890;Noble World Foundation;351
13891;Leiden University Press;121
13892;Grand Rapids, Mich. : W.B. Eerdmans Publishing Company;204
13893;Giron Spanish Books Distributors;22
13894;Gainesville : University of Florida Press;332
13895;Wyrick & Company;400
13896;Red Jordan Arobateau;24
13897;Penrod Hiawatha Company;94
13898;Market Press;350
13899;Good Guy Entertainment;80
13900;DAVID C. NOE;363
13901;Center Path Pub;275
13902;Calkins Creek Books;216
13903;Sean F Kelly;58
13904;Brooklands Books;119
13905;Learning Golf Inc.;289
13906;New York, N.Y. : Ace Books;350
13907;Connoisseur's Books;231
13908;Editions Rodopi;5
13909;Playhouse Publishing;60
13910;Fair Winds;375
13911;Pacific Heights Pub;313
13912;Palm Coast Pub;41
13913;Thinkingdom;308
13914;Small Farmers Journal;60
13915;Inst for Naturalistic;186
13916;Catholic University of America Press;274
13917;Sacred Flame Publication;80
13918;CSTRD, Mississippi State U;207
13919;New York : Harcourt, Brace [1938];365
13920;Factor Press;275
13921;Clearlake, Calif. : Dawn Horse Press;104
13922;Strata Publishing Company;188
13923;Current;130
13924;Singapore New Reading Technology Pte Ltd;187
13925;Learn Persian Online www.learnpersianonline.com;64
13926;John Knox Press;144
13927;I Know It!;343
13928;Artech House Acoustics Library;326
13929;Bob Baker;270
13930;Corgi Childrens;378
13931;SD Museum of Man;395
13932;Nightshade (Quality);229
13933;A King Production;34
13934;Kalimat Press;74
13935;Pierides Press;312
13936;Lionel Rolfe;338
13937;Washington State Council of;367
13938;G W Kent;87
13939;Lethbridge, Alta. : E.M. Betts;28
13940;Kc Pub;2
13941;Enclave Pub;327
13942;American Conference of Governmental Industrial Hygenists;130
13943;Take Along Guides;209
13944;Edicommunicacion;248
13945;Galleries of Claremont College;15
13946;Durham, N.C. : Duke University Press;28
13947;Ellie Claire Gift & Paper Corporation;298
13948;Firebird;88
13949;Fastpencil Premiere;299
13950;New Kids Media;203
13951;Green Flash Pub;281
13952;8 Flags Publishing, Inc.;299
13953;"Boston ; Toronto : Little, Brown";66
13954;F. E. Robbins & Sons Press;396
13955;Odyssey Pub;179
13956;Foothills Research Institute;79
13957;Zero to Ten;87
13958;Laurence Holt Books Incorporated;264
13959;Swann-Ryder Productions, LLC;304
13960;Bookazine Company;223
13961;Press-Tige Publishing Company;301
13962;Ebner and Sons Publishers;300
13963;"London ; Toronto : Bodley Head";36
13964;Donald R Kanner;360
13965;[product];284
13966;Galde Press, Inc.;100
13967;Turre Publishing;12
13968;D & D Designs (FL);264
13969;Educa Books;377
13970;Welbeck Publishing Group;115
13971;Michael Thomas Hudgens;182
13972;Pictorial Histories Publishing Company;280
13973;Davila Art & Books;345
13974;Glass Books Pty Limited;280
13975;DeKalb, Ill. : Northern Illinois University Press;90
13976;Micro House;239
13977;Benjamin Maximilian Eisenhauer;175
13978;WWW.Fundamental-Changes.com;321
13979;Osborne Pub;91
13980;Peaks & Places Pub;382
13981;New Holland Pub Pty Limited;62
13982;DiaMedica Publications;345
13983;Kids' Stuff;28
13984;Chambly, Quebec : Tikka Books;133
13985;Westcom Press;306
13986;Towery Pub;339
13987;Crown Books For Young Readers;320
13988;FunStitch Studio;162
13989;Bermond Press;340
13990;Apex Press;46
13991;Craig Place Books;162
13992;Education Project;288
13993;Valor Academy;269
13994;First Fruits Press;237
13995;Future Science Res Publishing Company;123
13996;Marilyn  Meredith;345
13997;New York : W.H. Wise;42
13998;Just Us Books Incorporated;107
13999;Jessicas Biscuit;332
14000;Win Join Books Company Limited;160
14001;Penguin Paperbacks;178
14002;Braiswick at By Design;23
14003;Antique Power;29
14004;Editorial Gustavo Gili S.A.;316
14005;Advantage BibleStudy;334
14006;Mussio Ventures Ltd.;95
14007;Verdun, Que. : Tikka Books;10
14008;Irena Chalmers Cookbooks;398
14009;Dress, Body, Culture;23
14010;Sandpiper Books;123
14011;Golden West Publishers;78
14012;Straight Edge Press;185
14013;Big Buddy Books;31
14014;Temple Lodge Pub;307
14015;Grey House Publishing;354
14016;Quantum Leaves Pub;53
14017;Komintern;140
14018;Trillium Press (WV);12
14019;Arborvillebooks;251
14020;Write Up the Road Pub;116
14021;Best Books;39
14022;Cranky Pants Pub Llc;205
14023;[Secaucas, NJ] : Castle Books;19
14024;Liberty Publishing Company Incorporated;149
14025;Norstedts Juridik AB;239
14026;Random House (New Zealand);399
14027;Calgary : Alberta Records Publication Board;187
14028;Mille et une nuits;180
14029;Trilogy Christian Publishing;55
14030;Encyclopaedia Britannica, Inc.;370
14031;Odyssey Books & Maps;95
14032;Bird Identification Guides;103
14033;New York : Outing Publishing Company;322
14034;Fabinarium Publications, LLC;54
14035;New York, Macmillan [1952];265
14036;KQED Books & Tapes;382
14037;Orchises Press;30
14038;Audiolego;101
14039;Three Reeds Studios;47
14040;Cyberosia Pub;129
14041;Stylus Publishing, LLC;316
14042;Four Horseman Press;163
14043;Medium Editions;77
14044;Word Alive;104
14045;Kiplinger Books;326
14046;Oxford : Clarendon Press, 1968 [c1967];242
14047;Adventure Pub.;120
14048;Heinemann International Incorporated;204
14049;Little People, BIG DREAMS;387
14050;Editorial Seix Barral;144
14051;Em Texts;202
14052;Iguana Date Pub;149
14053;Obsidian Tiger Inc;337
14054;Glad Day;84
14055;Lightburst Media;163
14056;Bellissima Pub Llc;268
14057;Wood 'N' Barnes Publishing;200
14058;Koros Press;196
14059;Oregon State University Press;89
14060;Philosophical Library;362
14061;Minoan Moon Pub;113
14062;Lifeskills;162
14063;Network Continuum Education;223
14064;Saint Jude Media;302
14065;Molino;243
14066;Teresa M Browning;358
14067;Eastern European Studies (Hard;35
14068;Ian Smiley;183
14069;Cad/Cam Pub;65
14070;Sail Canada;15
14071;WordTruth Press;121
14072;Simon Whaley;193
14073;"Metuchen, N.J. : Scarecrow Press ; [New Brunswick, N.J.] : Institute of Jazz Studies, Rutgers University";238
14074;Galt Publishing;196
14075;First Smackachunk Creative Studio;76
14076;R F Quinn Publishing Company;25
14077;Reformation Heritage Books;192
14078;Ipswich, Suffolk : Golgonooza Press;377
14079;Wings ePress Inc.;265
14080;Somerset House Pub;101
14081;Ray Tempus;206
14082;New York : R.R. Bowker Company;42
14083;Prism PressLtd;59
14084;Kiseido Publishing Company;170
14085;Cane River Cuisine;206
14086;Savio Republic ;213
14087;Atlantic Highlands, N.J. : Humanities Press;50
14088;Lominger Limited Incorporated;109
14089;Malcolm X Speeches & Writings;347
14090;Ram Publications & Dist;194
14091;Paul Dry Books Incorporated;268
14092;Horus Pub Incorporated;349
14093;Northeastern Illinois Univ;381
14094;Great Outdoors Publishing Company;172
14095;Waxmann Verlag;80
14096;Catholic Home Study Service;317
14097;Free Street Press;83
14098;Aggie Villanueva;59
14099;New York The Merriam Company [1894];97
14100;Egg & Dart;299
14101;Hhf Press;332
14102;Business & Legal Reports, Inc.;218
14103;Cities West Pub;310
14104;Lyceum Books, Incorporated;204
14105;Vedantic Shores Press;229
14106;Alchemy Communications Group, Limited;97
14107;Aspatore Books;240
14108;Sky Books (NY);337
14109;Leftword;87
14110;Garden City, N.Y. : Garden City Publishing;355
14111;Edinburgh, Paterson;207
14112;Brantford : WRMS, 1991. (Peterborough : Ontario Audio Library Service);1
14113;Mitten Press;353
14114;Media Solution Services;339
14115;SKI Publishing;232
14116;Amber Books;370
14117;Sable Creek PressLlc;74
14118;Stonecastle Literary Group;367
14119;Scolar Press;354
14120;Rtn Pub;58
14121;Open Window Creations;240
14122;University of Minnesota Center for Advanced Research on Language Acquisition;215
14123;Fitness Lifestyle;320
14124;Roli Books Private Limited;255
14125;Critical Vision;338
14126;North Carolina Division of Archives;229
14127;San Francisco Pub;86
14128;Mainely Physical Therapy;150
14129;Green Mansion Press;331
